impression_id,campaign_id,play_event_id,served_at,programme_id,ad_position,device_type,revenue_gbp
IMP00001950,CAM0020,EV00008696,2025-09-19T12:39:28,P013,post,desktop,0.0366
IMP00001951,CAM0038,EV00008054,2025-05-17T20:28:56,P050,mid,tablet,0.0293
IMP00001952,CAM0059,EV00000675,2025-11-05T12:55:28,P048,pre,tablet,0.0254
IMP00001953,CAM0022,EV00003699,2025-07-24T13:25:35,P061,pre,mobile,0.0239
IMP00001954,CAM0038,EV00008112,2025-12-07T15:29:18,P007,pre,tablet,0.0358
IMP00001955,CAM0027,EV00005046,2025-08-18T22:05:59,P012,mid,mobile,0.0389
IMP00001956,CAM0010,EV00001099,2025-08-15T22:44:56,P043,mid,mobile,0.0385
IMP00001957,CAM0019,EV00005459,2025-06-22T16:06:47,P006,mid,tablet,0.0431
IMP00001958,CAM0052,EV00009602,2025-05-03T13:01:30,P013,mid,tablet,0.0332
IMP00001959,CAM0015,EV00007987,2025-06-07T12:04:00,P020,pre,streaming_stick,0.0229
IMP00001960,CAM0012,EV00015228,2025-12-13T11:33:52,P054,pre,mobile,0.0275
IMP00001961,CAM0043,EV00013443,2025-01-19T14:12:21,P009,pre,tablet,0.0438
IMP00001962,CAM0047,EV00008724,2025-04-20T18:42:48,P028,pre,mobile,0.044
IMP00001963,CAM0023,EV00000459,2025-05-26T08:51:50,P030,post,tablet,0.0376
IMP00001964,CAM0025,EV00008526,2025-01-09T09:28:55,P024,mid,tablet,0.0293
IMP00001965,CAM0057,EV00010683,2025-05-23T14:50:20,P007,post,tablet,0.04
IMP00001966,CAM0059,EV00019218,2025-12-12T14:10:29,P017,post,mobile,0.0232
IMP00001967,CAM0006,EV00012279,2025-06-07T09:39:26,P004,post,mobile,0.0259
IMP00001968,CAM0047,EV00018155,2025-06-07T18:07:40,P027,mid,tablet,0.0369
IMP00001969,CAM0016,EV00015559,2025-07-20T23:48:22,P034,pre,mobile,0.0437
IMP00001970,CAM0034,EV00009670,2025-08-14T12:46:03,P015,pre,smart_tv,0.0247
IMP00001971,CAM0017,EV00004392,2025-08-15T23:02:13,P024,post,mobile,0.0427
IMP00001972,CAM0033,EV00005527,2025-07-27T22:07:07,P003,pre,mobile,0.0394
IMP00001973,CAM0055,EV00017178,2025-10-31T15:23:05,P054,mid,desktop,0.0219
IMP00001974,CAM0009,EV00011669,2025-08-26T17:27:58,P016,mid,mobile,0.0365
IMP00001975,CAM0008,EV00007125,2025-07-29T23:54:32,P035,pre,tablet,0.0365
IMP00001976,CAM0005,EV00016200,2025-07-10T12:51:27,P036,pre,tablet,0.0317
IMP00001977,CAM0024,EV00018800,2025-09-01T20:56:00,P061,pre,mobile,0.0445
IMP00001978,CAM0022,EV00004845,2025-08-15T14:12:50,P019,pre,tablet,0.0383
IMP00001979,CAM0041,EV00004427,2025-09-14T19:19:29,P025,pre,mobile,0.035
IMP00001980,CAM0042,EV00006636,2025-06-12T15:53:09,P051,pre,smart_tv,0.0326
IMP00001981,CAM0052,EV00010950,2025-04-13T18:28:48,P044,pre,desktop,0.0338
IMP00001982,CAM0045,EV00019172,2025-05-16T20:05:39,P029,pre,mobile,0.0206
IMP00001983,CAM0049,EV00003671,2025-10-19T18:06:09,P006,pre,tablet,0.0437
IMP00001984,CAM0011,EV00012292,2025-12-18T10:23:24,P035,mid,tablet,0.0314
IMP00001985,CAM0056,EV00008752,2025-04-24T18:49:18,P008,pre,tablet,0.045
IMP00001986,CAM0022,EV00015355,2025-06-16T13:52:36,P014,pre,mobile,0.0328
IMP00001987,CAM0024,EV00013127,2025-02-18T08:19:38,P053,pre,tablet,0.0301
IMP00001988,CAM0056,EV00003512,2025-01-04T16:00:40,P031,pre,mobile,0.0401
IMP00001989,CAM0001,EV00018749,2025-08-30T14:02:25,P010,mid,streaming_stick,0.0216
IMP00001990,CAM0045,EV00016047,2025-04-09T17:52:45,P001,pre,streaming_stick,0.0391
IMP00001991,CAM0007,EV00001308,2025-05-12T17:34:13,P046,post,tablet,0.0357
IMP00001992,CAM0012,EV00002605,2025-12-09T17:40:15,P019,post,tablet,0.0446
IMP00001993,CAM0058,EV00017356,2025-07-10T14:40:36,P008,pre,smart_tv,0.039
IMP00001994,CAM0050,EV00010543,2025-01-25T20:37:34,P027,mid,mobile,0.0274
IMP00001995,CAM0046,EV00014197,2025-08-11T22:16:03,P027,mid,tablet,0.0243
IMP00001996,CAM0046,EV00019337,2025-01-25T13:16:54,P048,mid,smart_tv,0.0432
IMP00001997,CAM0023,EV00016967,2025-05-16T10:58:49,P062,post,mobile,0.0326
IMP00001998,CAM0025,EV00018306,2025-08-16T13:05:17,P006,mid,mobile,0.0323
IMP00001999,CAM0006,EV00011346,2025-08-08T23:37:33,P061,mid,tablet,0.0304
IMP00002000,CAM0028,EV00017400,2025-05-14T14:26:22,P010,pre,desktop,0.0437
IMP00002001,CAM0025,EV00001967,2025-06-27T19:07:22,P028,pre,tablet,0.041
IMP00002002,CAM0027,EV00015787,2025-12-24T08:12:34,P030,pre,tablet,0.0432
IMP00002003,CAM0052,EV00005426,2025-04-29T10:46:08,P044,pre,tablet,0.0427
IMP00002004,CAM0040,EV00006948,2025-02-08T23:24:56,P048,pre,streaming_stick,0.0297
IMP00002005,CAM0050,EV00019854,2025-04-24T12:03:41,P010,post,mobile,0.0436
IMP00002006,CAM0015,EV00019900,2025-04-29T09:44:01,P007,pre,tablet,0.0334
IMP00002007,CAM0025,EV00011281,2025-02-07T23:24:18,P004,pre,mobile,0.0212
IMP00002008,CAM0028,EV00011546,2025-07-22T13:34:58,P036,pre,tablet,0.0306
IMP00002009,CAM0051,EV00017151,2025-12-17T13:15:47,P047,pre,tablet,0.04
IMP00002010,CAM0040,EV00002708,2025-10-21T13:27:42,P006,mid,tablet,0.022
IMP00002011,CAM0031,EV00013449,2025-03-29T13:33:21,P010,pre,tablet,0.0295
IMP00002012,CAM0003,EV00012963,2025-11-29T23:43:51,P016,mid,mobile,0.0379
IMP00002013,CAM0019,EV00015668,2025-02-13T17:24:47,P043,post,tablet,0.0381
IMP00002014,CAM0055,EV00010531,2025-03-19T20:34:58,P020,post,tablet,0.0201
IMP00002015,CAM0041,EV00002276,2025-10-08T16:32:31,P016,pre,smart_tv,0.0238
IMP00002016,CAM0039,EV00012096,2025-04-25T21:53:11,P036,pre,tablet,0.0384
IMP00002017,CAM0037,EV00000057,2025-07-11T14:47:44,P050,mid,mobile,0.0271
IMP00002018,CAM0043,EV00004904,2025-12-27T11:55:14,P055,mid,tablet,0.0419
IMP00002019,CAM0006,EV00003542,2025-03-11T15:47:39,P038,mid,tablet,0.0375
IMP00002020,CAM0030,EV00011414,2025-11-19T09:52:19,P031,mid,mobile,0.0322
IMP00002021,CAM0035,EV00000832,2025-05-25T13:06:27,P002,pre,streaming_stick,0.0223
IMP00002022,CAM0012,EV00002514,2025-03-21T15:19:12,P061,pre,mobile,0.021
IMP00002023,CAM0035,EV00008295,2025-02-13T16:58:33,P011,pre,tablet,0.0222
IMP00002024,CAM0034,EV00014786,2025-06-24T16:17:39,P058,pre,tablet,0.0441
IMP00002025,CAM0043,EV00007191,2025-11-23T21:23:27,P016,pre,mobile,0.0345
IMP00002026,CAM0044,EV00006359,2025-09-17T17:09:12,P033,mid,desktop,0.0362
IMP00002027,CAM0006,EV00002838,2025-06-11T21:59:15,P035,mid,mobile,0.0445
IMP00002028,CAM0048,EV00012334,2025-08-26T23:30:09,P039,pre,tablet,0.032
IMP00002029,CAM0032,EV00003559,2025-06-04T17:21:03,P054,pre,mobile,0.0274
IMP00002030,CAM0017,EV00007027,2025-09-06T10:59:30,P029,pre,mobile,0.0386
IMP00002031,CAM0001,EV00009061,2025-01-10T16:40:16,P033,mid,tablet,0.0234
IMP00002032,CAM0010,EV00005343,2025-10-04T18:40:08,P029,pre,mobile,0.0233
IMP00002033,CAM0028,EV00007404,2025-05-31T17:01:00,P032,pre,tablet,0.0388
IMP00002034,CAM0048,EV00011072,2025-11-13T17:37:10,P002,pre,desktop,0.0229
IMP00002035,CAM0025,EV00004478,2025-11-13T18:08:24,P017,mid,desktop,0.044
IMP00002036,CAM0055,EV00000920,2025-04-26T08:20:24,P033,pre,tablet,0.022
IMP00002037,CAM0032,EV00001914,2025-01-21T18:43:08,P006,pre,tablet,0.0238
IMP00002038,CAM0047,EV00009529,2025-07-23T17:46:15,P008,post,mobile,0.0249
IMP00002039,CAM0056,EV00012497,2025-03-20T21:04:02,P016,mid,desktop,0.0307
IMP00002040,CAM0008,EV00005630,2025-04-09T07:29:46,P004,post,tablet,0.026
IMP00002041,CAM0023,EV00005543,2025-06-04T17:21:30,P033,pre,tablet,0.0291
IMP00002042,CAM0042,EV00006800,2025-01-23T23:01:42,P038,pre,tablet,0.0248
IMP00002043,CAM0042,EV00015728,2025-01-18T19:41:14,P013,mid,tablet,0.0307
IMP00002044,CAM0053,EV00003376,2025-11-27T11:17:29,P059,pre,tablet,0.0444
IMP00002045,CAM0021,EV00003624,2025-01-20T17:48:38,P050,pre,mobile,0.0335
IMP00002046,CAM0005,EV00008523,2025-12-18T07:24:07,P033,mid,tablet,0.0272
IMP00002047,CAM0045,EV00000399,2025-11-01T14:48:44,P052,pre,smart_tv,0.0222
IMP00002048,CAM0036,EV00010602,2025-08-25T10:12:23,P003,mid,tablet,0.0245
IMP00002049,CAM0052,EV00004869,2025-07-08T12:29:25,P017,pre,desktop,0.0336
IMP00002050,CAM0049,EV00001666,2025-12-14T15:08:16,P043,pre,tablet,0.0382
IMP00002051,CAM0027,EV00008455,2025-01-31T13:30:13,P044,mid,tablet,0.0236
IMP00002052,CAM0050,EV00000196,2025-03-01T18:49:30,P035,mid,tablet,0.0213
IMP00002053,CAM0015,EV00015799,2025-02-14T14:51:50,P014,mid,streaming_stick,0.0231
IMP00002054,CAM0039,EV00006167,2025-12-22T09:59:33,P054,mid,tablet,0.0379
IMP00002055,CAM0006,EV00015111,2025-11-26T22:29:07,P059,mid,streaming_stick,0.0287
IMP00002056,CAM0055,EV00004375,2025-07-25T17:28:22,P041,pre,tablet,0.0276
IMP00002057,CAM0004,EV00002389,2025-06-13T21:07:32,P025,mid,tablet,0.038
IMP00002058,CAM0012,EV00016832,2025-02-18T15:25:10,P040,pre,mobile,0.0243
IMP00002059,CAM0042,EV00018631,2025-06-10T10:59:49,P060,pre,tablet,0.0341
IMP00002060,CAM0039,EV00003773,2025-08-03T11:35:30,P007,mid,desktop,0.0338
IMP00002061,CAM0042,EV00020248,2025-01-04T16:38:07,P011,pre,streaming_stick,0.0395
IMP00002062,CAM0048,EV00004150,2025-04-29T22:23:04,P025,post,mobile,0.0412
IMP00002063,CAM0003,EV00010758,2025-03-06T13:55:09,P050,mid,tablet,0.0249
IMP00002064,CAM0027,EV00005555,2025-10-29T17:23:27,P032,mid,mobile,0.0379
IMP00002065,CAM0055,EV00013830,2025-03-09T13:58:56,P047,mid,mobile,0.0331
IMP00002066,CAM0028,EV00000390,2025-06-21T18:35:18,P024,mid,mobile,0.0391
IMP00002067,CAM0043,EV00015140,2025-04-29T17:38:44,P036,post,smart_tv,0.0442
IMP00002068,CAM0030,EV00006719,2025-06-11T16:11:01,P005,mid,streaming_stick,0.0354
IMP00002069,CAM0050,EV00017304,2025-03-05T12:49:28,P012,pre,streaming_stick,0.0234
IMP00002070,CAM0022,EV00000091,2025-09-15T16:34:29,P018,mid,desktop,0.0235
IMP00002071,CAM0035,EV00011044,2025-03-21T09:48:43,P006,pre,tablet,0.0344
IMP00002072,CAM0001,EV00000160,2025-01-20T23:58:45,P004,mid,tablet,0.0331
IMP00002073,CAM0025,EV00020039,2025-11-05T18:50:53,P005,pre,desktop,0.022
IMP00002074,CAM0028,EV00009359,2025-09-12T17:42:58,P008,mid,mobile,0.0425
IMP00002075,CAM0026,EV00010541,2025-01-25T20:25:06,P027,pre,mobile,0.0267
IMP00002076,CAM0036,EV00019482,2025-04-22T08:42:39,P061,mid,mobile,0.0239
IMP00002077,CAM0002,EV00005847,2025-09-07T21:58:08,P057,mid,tablet,0.0244
IMP00002078,CAM0054,EV00001994,2025-10-16T19:42:59,P044,pre,mobile,0.0293
IMP00002079,CAM0036,EV00013078,2025-04-08T18:36:52,P031,mid,mobile,0.0266
IMP00002080,CAM0040,EV00004439,2025-08-06T16:16:09,P031,pre,mobile,0.0384
IMP00002081,CAM0021,EV00010243,2025-03-19T17:49:46,P030,pre,mobile,0.0224
IMP00002082,CAM0043,EV00015505,2025-08-14T17:44:30,P014,post,mobile,0.0405
IMP00002083,CAM0048,EV00009110,2025-07-24T17:48:59,P043,pre,desktop,0.039
IMP00002084,CAM0029,EV00013239,2025-12-14T21:59:44,P024,mid,tablet,0.0422
IMP00002085,CAM0031,EV00001931,2025-07-01T12:31:44,P030,post,desktop,0.0378
IMP00002086,CAM0034,EV00004756,2025-06-27T14:16:14,P014,post,mobile,0.0314
IMP00002087,CAM0009,EV00017237,2025-08-30T08:55:55,P034,pre,mobile,0.0314
IMP00002088,CAM0003,EV00004996,2025-06-29T17:12:32,P034,pre,mobile,0.023
IMP00002089,CAM0050,EV00012648,2025-05-23T09:36:53,P048,pre,smart_tv,0.0215
IMP00002090,CAM0004,EV00007839,2025-02-24T19:15:38,P001,pre,mobile,0.0242
IMP00002091,CAM0001,EV00017597,2025-09-19T11:48:21,P012,pre,tablet,0.0237
IMP00002092,CAM0022,EV00014091,2025-01-02T17:57:27,P043,pre,streaming_stick,0.0321
IMP00002093,CAM0030,EV00009990,2025-10-09T20:44:11,P041,mid,smart_tv,0.0261
IMP00002094,CAM0024,EV00019505,2025-11-05T14:17:14,P001,pre,tablet,0.0204
IMP00002095,CAM0057,EV00009747,2025-08-03T20:34:38,P018,pre,tablet,0.0324
IMP00002096,CAM0033,EV00017937,2025-06-28T21:32:08,P031,mid,smart_tv,0.0445
IMP00002097,CAM0026,EV00018714,2025-08-17T17:13:09,P003,mid,tablet,0.0233
IMP00002098,CAM0035,EV00006618,2025-11-01T23:14:32,P003,post,tablet,0.0356
IMP00002099,CAM0057,EV00016740,2025-04-16T18:26:49,P025,mid,mobile,0.0247
IMP00002100,CAM0026,EV00016022,2025-02-18T13:05:27,P050,mid,tablet,0.0328
IMP00002101,CAM0035,EV00004608,2025-02-18T18:56:42,P003,pre,mobile,0.0351
IMP00002102,CAM0014,EV00011356,2025-09-21T12:32:20,P036,pre,streaming_stick,0.0396
IMP00002103,CAM0013,EV00011187,2025-11-20T15:13:30,P020,pre,desktop,0.0427
IMP00002104,CAM0053,EV00017024,2025-10-17T16:14:57,P058,pre,mobile,0.0252
IMP00002105,CAM0024,EV00005811,2025-10-08T20:06:36,P018,mid,tablet,0.0263
IMP00002106,CAM0015,EV00017767,2025-12-29T15:19:10,P062,pre,mobile,0.0295
IMP00002107,CAM0047,EV00006849,2025-08-08T06:41:42,P032,pre,tablet,0.0294
IMP00002108,CAM0024,EV00005454,2025-02-28T06:29:05,P007,mid,mobile,0.0239
IMP00002109,CAM0027,EV00015677,2025-09-16T15:14:37,P029,post,mobile,0.0225
IMP00002110,CAM0003,EV00015262,2025-02-06T14:23:03,P054,pre,tablet,0.041
IMP00002111,CAM0040,EV00004144,2025-03-24T20:40:28,P037,post,mobile,0.0411
IMP00002112,CAM0050,EV00016399,2025-10-20T20:06:51,P041,pre,mobile,0.0202
IMP00002113,CAM0011,EV00005260,2025-11-05T21:31:05,P029,pre,mobile,0.0206
IMP00002114,CAM0056,EV00005364,2025-07-25T14:50:04,P006,mid,desktop,0.0428
IMP00002115,CAM0022,EV00009430,2025-04-07T13:55:22,P056,mid,tablet,0.0332
IMP00002116,CAM0033,EV00015778,2025-10-10T11:26:38,P029,mid,mobile,0.0375
IMP00002117,CAM0002,EV00006034,2025-06-04T16:53:44,P002,mid,tablet,0.0368
IMP00002118,CAM0012,EV00006200,2025-05-03T20:22:14,P019,pre,desktop,0.0422
IMP00002119,CAM0019,EV00000044,2025-05-26T17:37:51,P014,mid,mobile,0.0438
IMP00002120,CAM0042,EV00016852,2025-09-05T19:04:50,P056,pre,mobile,0.0404
IMP00002121,CAM0011,EV00006846,2025-04-03T08:01:22,P052,pre,tablet,0.0325
IMP00002122,CAM0029,EV00017590,2025-06-28T18:32:46,P020,pre,tablet,0.0213
IMP00002123,CAM0046,EV00008005,2025-10-06T15:47:48,P044,post,desktop,0.0295
IMP00002124,CAM0032,EV00010008,2025-05-25T14:58:59,P050,mid,smart_tv,0.0288
IMP00002125,CAM0024,EV00014881,2025-11-29T17:14:59,P013,post,tablet,0.0292
IMP00002126,CAM0011,EV00014582,2025-12-20T23:04:02,P003,pre,streaming_stick,0.032
IMP00002127,CAM0057,EV00004365,2025-07-13T12:23:09,P029,pre,mobile,0.0329
IMP00002128,CAM0010,EV00004527,2025-06-04T10:59:19,P048,pre,tablet,0.0422
IMP00002129,CAM0002,EV00005907,2025-08-19T15:44:26,P009,pre,tablet,0.0366
IMP00002130,CAM0041,EV00003001,2025-09-12T20:16:07,P018,mid,mobile,0.0344
IMP00002131,CAM0024,EV00004758,2025-10-20T22:06:40,P029,pre,mobile,0.0239
IMP00002132,CAM0006,EV00007531,2025-07-07T23:15:28,P019,mid,mobile,0.0301
IMP00002133,CAM0058,EV00010871,2025-11-18T20:08:11,P035,pre,tablet,0.0341
IMP00002134,CAM0040,EV00012386,2025-04-12T14:17:28,P023,pre,mobile,0.035
IMP00002135,CAM0018,EV00010798,2025-01-03T14:05:44,P002,mid,tablet,0.0276
IMP00002136,CAM0027,EV00019199,2025-08-21T22:54:31,P049,pre,tablet,0.0435
IMP00002137,CAM0015,EV00005783,2025-11-07T15:49:16,P015,pre,mobile,0.0396
IMP00002138,CAM0030,EV00019810,2025-09-12T12:17:29,P048,pre,mobile,0.0288
IMP00002139,CAM0056,EV00000666,2025-12-15T17:31:55,P034,post,tablet,0.0408
IMP00002140,CAM0018,EV00015544,2025-03-06T15:33:23,P033,mid,mobile,0.0311
IMP00002141,CAM0020,EV00009855,2025-02-03T21:54:29,P014,post,mobile,0.0253
IMP00002142,CAM0036,EV00018448,2025-02-21T07:42:04,P051,post,tablet,0.0216
IMP00002143,CAM0018,EV00019698,2025-07-27T15:21:40,P048,pre,mobile,0.0254
IMP00002144,CAM0038,EV00015601,2025-07-03T21:59:27,P058,post,mobile,0.0234
IMP00002145,CAM0008,EV00019422,2025-11-25T11:25:25,P008,pre,smart_tv,0.033
IMP00002146,CAM0035,EV00015753,2025-08-10T16:46:23,P056,mid,mobile,0.0319
IMP00002147,CAM0004,EV00001426,2025-06-27T16:50:05,P002,pre,desktop,0.0345
IMP00002148,CAM0042,EV00015422,2025-12-01T21:46:35,P022,mid,mobile,0.0352
IMP00002149,CAM0029,EV00000359,2025-08-31T09:16:24,P011,post,tablet,0.0357
IMP00002150,CAM0025,EV00007780,2025-01-12T10:30:47,P019,pre,tablet,0.0425
IMP00002151,CAM0028,EV00013746,2025-01-01T18:17:14,P044,post,tablet,0.0408
IMP00002152,CAM0026,EV00017502,2025-03-28T09:26:05,P008,pre,tablet,0.0383
IMP00002153,CAM0022,EV00014141,2025-12-06T15:22:22,P023,mid,tablet,0.0426
IMP00002154,CAM0045,EV00013943,2025-07-09T13:37:49,P018,pre,smart_tv,0.0297
IMP00002155,CAM0002,EV00008511,2025-10-22T12:33:51,P024,mid,smart_tv,0.0381
IMP00002156,CAM0028,EV00015582,2025-08-02T06:59:20,P050,pre,smart_tv,0.0243
IMP00002157,CAM0038,EV00018346,2025-01-23T10:02:27,P062,mid,mobile,0.0313
IMP00002158,CAM0011,EV00015944,2025-03-03T16:03:56,P061,pre,streaming_stick,0.0204
IMP00002159,CAM0012,EV00008008,2025-01-09T16:04:58,P016,mid,tablet,0.0317
IMP00002160,CAM0059,EV00008069,2025-08-03T15:05:56,P014,pre,tablet,0.0264
IMP00002161,CAM0002,EV00020222,2025-03-03T11:17:54,P036,mid,tablet,0.0309
IMP00002162,CAM0040,EV00000858,2025-01-19T13:02:22,P031,post,tablet,0.0404
IMP00002163,CAM0037,EV00012371,2025-04-16T14:45:15,P016,post,streaming_stick,0.0204
IMP00002164,CAM0004,EV00001762,2025-11-20T12:14:05,P052,mid,mobile,0.0342
IMP00002165,CAM0019,EV00005782,2025-12-09T10:19:34,P042,post,tablet,0.0431
IMP00002166,CAM0051,EV00005218,2025-10-10T21:42:58,P049,pre,tablet,0.0359
IMP00002167,CAM0025,EV00007079,2025-01-06T11:23:07,P015,pre,tablet,0.0294
IMP00002168,CAM0012,EV00017812,2025-04-13T12:58:41,P002,mid,smart_tv,0.0401
IMP00002169,CAM0030,EV00002861,2025-09-13T13:00:07,P033,mid,mobile,0.0363
IMP00002170,CAM0017,EV00002026,2025-02-08T17:04:40,P026,pre,mobile,0.0264
IMP00002171,CAM0031,EV00012975,2025-02-14T13:50:46,P051,pre,tablet,0.0409
IMP00002172,CAM0019,EV00001957,2025-12-25T19:55:23,P005,mid,mobile,0.0338
IMP00002173,CAM0036,EV00007616,2025-01-16T06:44:33,P010,pre,tablet,0.0409
IMP00002174,CAM0032,EV00008602,2025-05-23T14:40:56,P057,pre,tablet,0.0307
IMP00002175,CAM0011,EV00010866,2025-12-05T08:57:55,P057,mid,tablet,0.0442
IMP00002176,CAM0035,EV00001072,2025-02-02T12:34:45,P001,mid,mobile,0.0211
IMP00002177,CAM0007,EV00015099,2025-03-26T11:33:40,P002,pre,tablet,0.0281
IMP00002178,CAM0031,EV00019069,2025-01-22T09:34:52,P018,pre,tablet,0.0375
IMP00002179,CAM0011,EV00010984,2025-11-06T12:54:36,P033,mid,tablet,0.0334
IMP00002180,CAM0027,EV00002525,2025-05-19T12:04:06,P008,pre,mobile,0.0423
IMP00002181,CAM0011,EV00006094,2025-05-18T17:42:53,P005,pre,desktop,0.0205
IMP00002182,CAM0048,EV00016341,2025-06-26T15:04:35,P044,pre,tablet,0.0201
IMP00002183,CAM0058,EV00003519,2025-04-15T11:50:51,P049,mid,tablet,0.0205
IMP00002184,CAM0003,EV00005526,2025-04-23T14:59:19,P049,post,tablet,0.0361
IMP00002185,CAM0026,EV00006866,2025-12-18T13:26:07,P047,pre,tablet,0.0383
IMP00002186,CAM0055,EV00004159,2025-01-27T16:22:03,P028,pre,smart_tv,0.0249
IMP00002187,CAM0049,EV00014360,2025-10-28T14:29:07,P011,pre,tablet,0.0236
IMP00002188,CAM0017,EV00013467,2025-03-20T22:42:55,P014,pre,mobile,0.0234
IMP00002189,CAM0011,EV00012249,2025-09-08T12:29:54,P011,pre,smart_tv,0.024
IMP00002190,CAM0027,EV00008877,2025-05-04T15:45:34,P008,mid,mobile,0.0242
IMP00002191,CAM0007,EV00012929,2025-03-25T20:27:21,P037,pre,tablet,0.0204
IMP00002192,CAM0005,EV00006465,2025-03-22T16:23:31,P037,mid,tablet,0.0412
IMP00002193,CAM0014,EV00009173,2025-06-27T18:40:21,P004,pre,mobile,0.0382
IMP00002194,CAM0015,EV00001475,2025-10-05T20:48:02,P034,mid,tablet,0.0288
IMP00002195,CAM0046,EV00009431,2025-06-12T09:14:26,P037,pre,tablet,0.0378
IMP00002196,CAM0035,EV00014260,2025-04-15T12:22:14,P052,pre,mobile,0.043
IMP00002197,CAM0015,EV00002452,2025-11-04T20:56:45,P039,mid,tablet,0.0386
IMP00002198,CAM0042,EV00001906,2025-09-30T20:21:29,P011,mid,mobile,0.0209
IMP00002199,CAM0014,EV00015218,2025-02-12T18:40:21,P059,pre,tablet,0.043
IMP00002200,CAM0009,EV00012605,2025-01-15T13:20:33,P004,pre,tablet,0.0349
IMP00002201,CAM0004,EV00000249,2025-04-10T22:10:44,P025,post,tablet,0.0449
IMP00002202,CAM0029,EV00020132,2025-04-13T23:30:48,P054,pre,tablet,0.0347
IMP00002203,CAM0047,EV00017855,2025-07-03T15:19:10,P057,pre,streaming_stick,0.0307
IMP00002204,CAM0011,EV00009285,2025-02-09T21:54:54,P001,mid,tablet,0.0302
IMP00002205,CAM0050,EV00008928,2025-01-27T17:23:35,P017,mid,tablet,0.0253
IMP00002206,CAM0013,EV00005599,2025-12-10T09:23:10,P037,mid,mobile,0.0406
IMP00002207,CAM0050,EV00000925,2025-09-09T17:36:03,P007,pre,desktop,0.0309
IMP00002208,CAM0037,EV00001952,2025-07-21T00:06:54,P045,mid,mobile,0.0259
IMP00002209,CAM0037,EV00007518,2025-11-05T11:46:02,P052,pre,smart_tv,0.0228
IMP00002210,CAM0034,EV00015485,2025-04-18T09:58:05,P045,pre,desktop,0.0378
IMP00002211,CAM0044,EV00008235,2025-01-09T12:56:24,P042,pre,tablet,0.0202
IMP00002212,CAM0030,EV00019575,2025-06-06T18:13:06,P059,mid,tablet,0.0224
IMP00002213,CAM0057,EV00008279,2025-02-23T12:50:20,P052,mid,tablet,0.0375
IMP00002214,CAM0004,EV00018084,2025-03-18T10:41:21,P048,pre,mobile,0.0267
IMP00002215,CAM0024,EV00019470,2025-01-24T21:18:47,P004,pre,tablet,0.0268
IMP00002216,CAM0033,EV00002074,2025-04-24T19:05:22,P054,mid,tablet,0.0235
IMP00002217,CAM0022,EV00014444,2025-10-17T21:46:53,P005,mid,desktop,0.0423
IMP00002218,CAM0019,EV00003412,2025-08-26T09:33:41,P012,mid,tablet,0.0426
IMP00002219,CAM0036,EV00004295,2025-04-25T17:16:34,P038,pre,desktop,0.044
IMP00002220,CAM0025,EV00002170,2025-04-07T11:54:21,P016,pre,mobile,0.039
IMP00002221,CAM0028,EV00002069,2025-08-02T18:41:08,P014,pre,streaming_stick,0.0385
IMP00002222,CAM0049,EV00015450,2025-06-15T13:40:29,P051,mid,smart_tv,0.0214
IMP00002223,CAM0048,EV00003227,2025-08-01T00:26:00,P041,mid,tablet,0.0409
IMP00002224,CAM0048,EV00001388,2025-04-10T14:14:30,P020,mid,streaming_stick,0.036
IMP00002225,CAM0051,EV00016940,2025-08-28T08:24:12,P029,mid,desktop,0.0218
IMP00002226,CAM0031,EV00016526,2025-11-25T19:44:56,P061,pre,tablet,0.0247
IMP00002227,CAM0022,EV00010643,2025-05-25T14:43:16,P049,mid,smart_tv,0.0285
IMP00002228,CAM0055,EV00016430,2025-08-20T00:25:38,P002,mid,smart_tv,0.0265
IMP00002229,CAM0038,EV00006495,2025-12-25T22:32:11,P011,pre,mobile,0.0425
IMP00002230,CAM0019,EV00008651,2025-08-16T14:17:15,P014,mid,tablet,0.0273
IMP00002231,CAM0032,EV00004545,2025-08-14T18:07:28,P036,pre,tablet,0.0218
IMP00002232,CAM0010,EV00002316,2025-10-22T17:55:51,P018,pre,tablet,0.0388
IMP00002233,CAM0004,EV00005029,2025-08-08T13:34:25,P049,pre,tablet,0.0329
IMP00002234,CAM0029,EV00008173,2025-08-03T11:44:35,P061,pre,tablet,0.0239
IMP00002235,CAM0034,EV00011850,2025-08-16T20:10:56,P026,pre,desktop,0.0358
IMP00002236,CAM0047,EV00013823,2025-05-12T12:22:02,P025,pre,mobile,0.0327
IMP00002237,CAM0001,EV00017575,2025-01-12T11:29:38,P007,pre,smart_tv,0.0251
IMP00002238,CAM0017,EV00006748,2025-09-01T20:38:59,P022,pre,tablet,0.0431
IMP00002239,CAM0001,EV00005679,2025-11-25T10:09:13,P052,mid,tablet,0.0217
IMP00002240,CAM0031,EV00007202,2025-01-10T23:13:49,P017,pre,mobile,0.0292
IMP00002241,CAM0001,EV00005649,2025-10-16T14:23:31,P033,mid,tablet,0.0239
IMP00002242,CAM0034,EV00001415,2025-12-26T15:19:01,P005,pre,mobile,0.0281
IMP00002243,CAM0016,EV00017023,2025-01-15T19:27:32,P011,post,tablet,0.0367
IMP00002244,CAM0036,EV00012078,2025-01-22T14:07:17,P038,pre,tablet,0.0284
IMP00002245,CAM0055,EV00008628,2025-09-06T17:34:11,P007,post,tablet,0.041
